,name,mfcc_mean,mfcc_var,zero_crossings_mean,zero_crossings_var,chroma_mean,chroma_var,tempo,rolloff_mean,rolloff_var,centroids_mean,centroids_var,bandwidth_mean,bandwidth_var,contrast_mean,contrast_var,harm_mean,harm_var,perc_mean,perc_var,label
0,WJSN 우주소녀 ' BUTTERFLY ' Lyrics (ColorCoded_ENG_HAN_ROM_가사) [PajWxFMItLA].wav,-2.900316,1121.8691,0.1965547996976568,0.1579210104134708,0.38891035,0.08808258,123.046875,6386.73638027888,2300386.4232135843,3290.3092288159246,829387.376876939,2559.584260135745,255446.1785653804,19.784201137539217,52.24772648093383,1.3243566e-05,0.014465531,1.5275693e-05,0.00590502,dance
0,CHUNG HA (청하) - 'Be Yourself' - [Color Coded Lyrics Eng_Rom_Han_가사] [0XebY5iZBbo].wav,1.9691733,711.4988,0.1607936507936508,0.1349390526581002,0.41522783,0.09206121,117.45383522727272,6748.800857591186,1867216.239093328,3269.108938384112,601374.2289747557,2803.13051092252,186470.58372243764,18.971595731064617,44.83174392678306,5.3961852e-05,0.0482978,3.4963196e-05,0.014381053,dance
0,EXO Jekyll Lyrics (엑소 지킬 가사) [Color Coded Lyrics_Han_Rom_Eng] [5CphrtMuVQU].wav,-6.634129,2869.4744,0.0545517762660619,0.0515758799722795,0.29393488,0.100344725,99.38401442307692,3325.846555727554,4830326.918726859,1598.5760514139056,1021443.6892594224,1760.9213634370583,635386.037285713,20.103197229941475,31.81173840764569,-5.302552e-05,0.033071447,6.301742e-05,0.013147809,dance
0,LOONA (이달의 소녀) 'So What' (Color Coded Lyrics Eng_Rom_Han_가사) [8c4_knKsMxk].wav,-0.42747757,1300.7124,0.1538684807256236,0.1301929713648119,0.42286727,0.08025621,123.046875,5575.724617689387,3342290.89766786,2837.155166180064,787663.2933041295,2471.9372527025,347312.77142311266,19.048882896989287,37.02564435254515,-7.689694e-06,0.021909708,-8.481114e-05,0.013841726,dance
0,"TXT 'Can't You See Me (세계가 불타버린 밤, 우린...)' (Color Coded Lyrics Eng_Rom_Han_가사) [OyrK9AH0Y5A].wav",-0.5487849,1336.8367,0.1005684051398337,0.0904544010274639,0.36403453,0.08939829,135.99917763157896,5484.233504256966,7157103.801461038,2548.641500677843,1535014.9524933505,2584.932605034586,598879.1186811597,20.41605971299729,34.26394779407782,-4.2558535e-05,0.056849543,9.5291696e-05,0.012134381,dance
0,NCT 127 - 'NONSTOP' Lyrics [Color Coded_Han_Rom_Eng] [qoeuNdXfQtg].wav,0.37806264,1404.706,0.1125638699924414,0.0998932451647661,0.4198221,0.087962,151.99908088235293,6251.412198565693,2084829.1729590923,2765.743165510289,744598.3895917283,2843.529497908952,120558.80807375148,19.23500329918783,44.2287016631364,-1.1486372e-05,0.0075594992,3.9644216e-05,0.0052189906,dance
0,NU’EST (뉴이스트) - I'm In Trouble (Color Coded Lyrics Eng_Rom_Han_가사) [1e6OhLx83Uk].wav,-8.022944,5242.5527,0.0861436130007558,0.0787228909399318,0.38943747,0.10113084,99.38401442307692,4984.969856569272,7119337.599863194,2311.3839324759256,1657727.5666938424,2409.25556997638,733274.717343202,18.95235596483345,39.45396680057193,-7.98588e-06,0.005237733,-2.242504e-05,0.0016046799,dance
0,LEE HI (이하이) 'NO ONE (누구 없소) (Feat. B.I of iKON)' (Lyrics 가사) [ymRXmknaNiI].wav,-5.2457504,2628.3718,0.0676900982615268,0.0631081488588716,0.31371528,0.100166626,92.28515625,5360.725917757111,3396746.1529878005,2414.0515792107967,861956.1151176451,2623.5837664804444,258857.69716941545,20.73791528033608,44.90075319276175,-9.569432e-06,0.040312476,1.176013e-05,0.006673986,dance
0,CHUNG HA (청하) – Stay Tonight Lyrics (Color Coded Han_Rom_Eng) [OsOAxdvNvBc].wav,0.5667951,1900.1061,0.0878518518518518,0.0801339039780521,0.34384972,0.08827699,123.046875,4335.507117114938,4141079.3204350336,2045.2798706603292,855485.4135093176,2269.0862242526528,375803.1844158669,20.014793120184866,40.75481269448239,2.0842985e-05,0.040053092,-0.0002104447,0.016821863,dance
0,NCT DREAM (엔시티드림) - Ridin' (Color Coded Lyrics Eng_Rom_Han_가사) [kYcT_gPn8Qk].wav,-3.9922824,3882.2566,0.0855147392290249,0.0782019686036168,0.41022566,0.093643695,151.99908088235293,5154.227166426809,3976633.013306911,2342.5694182726525,805990.7468241672,2443.8536655932085,527184.572370504,19.19126358402333,39.261373323633904,-8.981101e-06,0.0016467199,-4.8035803e-05,0.0005334161,dance
0,OH MY GIRL(오마이걸) 'Nonstop (살짝 설렜어)' (Color Coded Lyrics Eng_Rom_Han_가사) [_Swwnu3ohpM].wav,-1.4363762,1634.0685,0.118161753590325,0.1041995535787843,0.32084116,0.091314964,83.35433467741936,5616.2993723393965,5422125.140548342,2603.876848611884,1144585.961950196,2597.1578803339385,479632.9886698707,20.770632045990254,38.40227488595352,-1.1203517e-05,0.010167193,-6.396008e-05,0.011658039,dance
0,APRIL (에이프릴) – LALALILALA (라라리라라) Lyrics (Color Coded Han_Rom_Eng) [McA0rfqeP-o].wav,-5.461661,1053.279,0.1583824640967498,0.1332974591633915,0.3122622,0.08839664,129.19921875,6868.175135751258,3335782.0514537483,3253.1961860527745,945843.6883709736,2854.889440646633,185634.02610290784,22.673082831901247,37.989109645396766,-1.0313518e-05,0.025249459,-3.5556388e-06,0.0052095545,dance
0,SOLAR (솔라) 'Spit it out (뱉어)' (Color Coded Lyrics Eng_Rom_Han_가사) [sR3xx1LIF9o].wav,3.9970536,1690.1877,0.0780695389266817,0.071974686018457,0.4018476,0.09554446,129.19921875,6120.9546540912825,5011725.53347668,2535.1174563317613,1166725.954622476,2961.407483096907,313023.48730971245,19.047566011722644,35.670543413513755,-3.3276383e-06,0.026846074,1.1838813e-05,0.01360481,dance
